"Nothing strange about me, friend. We're one and the same.Ezio, the shadows of my city are moving again! How many of our brothers were you able to find?Five of six. An inquisitor named Torquemada murdered one before I could reach him.",20164
"That would be Tomas Torquemada, the King's Grand Inquisitor... he must be here to speak with Pedro Llorente",20260
I saw them together. It appears their orders to arrest the assassins came directly from Rodrigo Borgia himself.Just as we suspected: contact between the Templars and the Inquisitors.Both these men must be stopped. Pedro will be easy to find here in Zaragoza.,20482
But locating Torquemada may take some time,20520
"I'm a patient man, Sanchez.What's this? You're not allowed in here!Excuse my intrusion, but I was told you might know how to get me in contact with the Templars.",20662
"The Templars? Surely you're joking, young man. The Templars were disgraced and disbanded two centuries ago. Rumors of their continued activities are as reliable as fairy tales.",20816
"That's a shame, Padre... if they don't exist, they won't be able to save you.Pedro is dead, but I have neither seen nor heard any sign of Torquemada.I guessed you wouldn't. It's a pity the Queen failed to mention to me that her dear Grand Inquisitor was in town",21043
You have spoken with Queen Isabella,21076
"I work for her, Ezio. As her treasurer. While you were out freeing our brothers, I was attending a finance meeting.",21176
An Assassin embedded in the monarchy's highest ranks... fascinating.,21237
"We have one of her ears, and it may be that the Templars have the other.Naturally, Isabella and King Ferdinand are ignorant of our infiltration.Come, I will tell you more on the road to Granada.",21403
"I have freed those I came to rescue. I should be returning to Italia.Ezio, I beg you to stay and help me. We are on the fringe of a grand Templar scheme. ComeÇ I will explain.",21555
"...and so, spurred  by their desire to see the kingdom of Espa°a united by a single faith, the Inquisitors convinced the Queen and King to drive out the remaining Moors.",21701
"This is why war rages here in Granada. The palace of Alhambra and the city surrounding it are the last Moorish strongholds on the continent.It sounds like the battle is already won.One would think... but for some reason the Moors continue to fight. Perhaps King Muhammad XII has a death wish.Hold..., we have reached the outskirts of the city. It is a disputed territory and still quite dangerous. What is our course?We'll do a sweep of the area, and eliminate all threats. We must make it safe for the civilians to move about.",22152
"We have quelled the worst violence, but pockets of resistance remain.Bands of lawless soldiers are harassing civilians. We cannot let this city descend into anarchy",22294
"When you are certain the civilians are safe, meet me in the chapel at the center of the village.",22374
"Soldiers kidnapped my wife and child. Follow me, sir! Quickly!",22432
"Luis Santangel? This is an unusual coincidence.Not a coincidence at all, Ezio. Sanchez sent word that you might be joining us. We Assassins run in close circles, after all.The world is not so large as it feels, is it",22620
"Wherever you go, you are bound to find one of us working in secret... in the court of a monarch, for instance.",22715
Both of you work for Isabella and Ferdinand?,22755
It has taken many years and reluctant conversions to gain their confidence. But it has been necessary. The King and Queen are easily swayed by pious blather.,22890
"There will be time later to explain our purpose in greater detail, but we have need of your skills now.A Templar Spy is passing false information to King Muhammad inside the city, encouraging him to continue the fight. Find the secret passage the spy is using before killing him.If this war does not end swiftly, the Templars will continue to use the chaos to their advantage.You there. Open the gate to the catacombs",23248
"Off to counsel King Muhammad, are you? I don't understand that fool. Why does he keep us fighting this pointless war?",23351
Are you being insubordinate Soldier? Just open the damn gates!,23406
"Yes, sir.Ha ha. The poor lad's got no idea does he",23451
"And it had better stay that way. If anyone knew we were prolonging this war deliberately, it would alter the Queen's tactics.By God, you Templars convolute even the simplest plans.Our Assassin returns... did you find the Spy?I did... I overheard him talking about keeping Espa°a embroiled in this war deliberately.Interesting... first they seek Christoffa's map, then they come to Espa°a to exacerbate a war that does not concern them.",23831
We have suspected for some time that the Templars were planning their own expedition west. This may be their way of delaying Christoffa's journey.,23958
"That atlas must contain wonders to inspire such broad schemes.Indeed. But we will not know how true they are until Christoffa has set sail. And that won't happen until this war is over.I fear something terrible has happened to King Muhammad. He was once an ally to the Assassins... but we have not heard from him in many months.Find him if you can, if the Templars haven't already.I'll enter through the catacombs. The Templar Spy preferred that route.Explosions from above... has the siege started again?",24394
The city is under siege and everything is locked down ... this won't be easy.  ,24463
"I must apologize, Boabdil, for putting your beautiful city through such hardship.I am King Muhammad of Nasrid, usurper. Untie me!I will regret the destruction of Alhambra palace. Unfortunately, the Spanish siege must continue until Granada is dust, and the Queen is penniless.My dislike of Isabella pales in comparison to the hatred I feel for you and your Templar stooges.",24790
"Hold on to that anger. It may comfort you in your final hours.Peace be upon you, sir. For whom do you work",24884
"Luis Santangel sent me to find you. He assumed you were dead, or had gone mad.I am happy to admit to neither. The Assassins and I haven't always seen eye to eye, but I have been grateful for their aid over the years.We need to end this war. As much as it may pain you, your time in Espa°a is at its end.Too many missteps and misunderstandings to repair... yes, I agree. What shall we do?",25216
"I will cross the city and open the gates, carrying word of your abdication. Stay here until the city has fallen silent.War is ended, and a conciliatory King Muhammad is in a meeting with the Queen to discuss terms.Oh, I have been waiting for this moment, Luis! Do you feel it, the tide shifting beneath us?",25479
"Patience, Christoffa. It will take some time for Isabella to entertain thoughts of spending money on you.I have been waiting SIX YEARS for an answer from the Queen. If she cannot indulge me now, I will indulge other offers!",25674
"Christoffa, don't be foolish. We're close!",25713
"We've been close for too long, Luis. It's now or never.Damn him. It's too soon to go begging for money from a war weary monarch.Help! We need soldiers! Mobs are trying to burn the city down! ",25881
"Ezio, this is more Templar meddling.",25914
"Wars never end abruptly, do they?They never end at all, Sanchez. It just appears that way when the body count is low.You have given us an advantage. And when we secure a mandate for Christoffa's voyage, you will have given us hope as well.My understanding is still cloudy. Hope for what exactly?Most men stoke their imagination of what lies beyond the ocean sea with stories of quick routes to Cipango and Cathay..",26275
"But Christoffa's maps tell another tale, one the Templars know quite well... legends of an intermediate land as large as our own.Another continent?A new world, Ezio...",26421
"How are you holding up, Luis?My patience is thin. Torquemada has already dispatched an Inquisitor to round up heretics for trial in Granada.",26544
Torquemada should be arrested for the abuses! Surely the Queen would side with you if the truth were exposed.,26639
"No, she would never believe such charges. Torquemada has been Isabella's confessor since she was a young woman.Besides, it would be unwise to allow such turmoil to disrupt our plans for Christoffa",26811
"Hold fast, gentlemen. I will try to calm this chaos.Inquisitor soldiers are out in full force, meting out blind punishments for invisible offences.Ezio, find the Inquisitor in charge of this operation.",26987
"Eliminate him when he is alone, in secret, otherwise the violence will redouble and we will lose our advantage.The Queen let the Moor King live? Isabella's heart is not hard enough to do lasting good for Espa°a. When the time is right, I will give her counsel. Espa°a must be unified. One people, one faith.Until then, Tomas...?Round up all who do not profess allegiance to the Pope and expel them. If they resist, you are free to do as you will.Yes Tomas. God be with you.And you, Juan de Marillo. May he guide your every step.",27445
"Round up your best men and prepare for a sweep of the city.I must not be seen anywhere near this man's body... patience.Santangel, who is our guest?I am Ezio Auditore, a Florentine by birth, and a wayfarer by trade.",27634
"He is a friend, Queen Isabella. It was Ezio who brokered King Muhammad's surrender.Ezio Auditore ... it seems the whole of Espa°a owes you a great debt. ",27770
I wonder if Christoffa Corombo might profit a little from my royal largess.,27836
"I wish I could vivify his withering dream, but our funds are still scarce. Take comfort knowing that the King of France has made him a recent offer.",27965
He cannot be serious!,27984
"Well he certainly thought it was genuine. He left for Paris this morning. Oh, that fool! Ezio... he is still in great danger",28092
"I will find him.Bring him back here. And tell him ... tell him the Queen has had a change of heart.Christoffa, halt! You're in great danger",28215
"Do not interfere, Ezio! I've had quite enough counseling from your quarter!Help!Has the world gone so mad that a simple adventurer cannot go but a few weeks without being attacked in the street!Christoffa, you are no simple adventurer. Unfortunately only you and the King of France recognize this.",28475
"King Charles hasn't the mettle to back you... this is a Templar trick.Have you any proof of your outrageous claim?I don't need any. Santangel has assured me that Isabella has had a change of heart.Good God, how I loath these games! Lead the way, EzioÇA fascinating proposal, Luis. And one I would gladly accept were Christoffa to return.And return he has! What's the good news?Inspiring words and a few bags of coin have changed the Queen's mind. Prepare to set sail, Christoffa.How many bags of coin did it require?Your friends have agreed to cover half of the total costs, Christoffa.Praise you Luis, you fine and gracious man.",29025
"Soon we will be praising you, my friend. For all the wonders you will find and report to the world.",29111
But let all rejoicing wait until we have seen your crosstrees dip below the horizon.,29183
"Yes, Santangel. Caution! Yours has saved me from myself more times than I should admit.Come gentlemen. Let us celebrate!I just received word ... Christoffa has set sail from Palos with three ships and his precious atlas. I am honored to have helped you all, and wish I could be here to welcome him home, but conflicts of my own now draw me back to Italia.Of course. The search for your stolen artifact continues.",29540
"Luis! You must hide! Torquemada has dispatched guards to arrest you.Contemptible man! He already forced a conversion from me... now I suspect the Templars are feeding him orders.Revenge for spoiling their war, I suppose. Stay here, Luis. I'll handle this.This was no arrest. They intended to murder me!",29806
I'm certain they will be after Sanchez in due course.,29853
"I won't let that happen.Once Sanchez is safe, find Torquemada and bring him to justice.",29931
Is that wise? You said yourself that Torquemada was off limits.,29987
Just use your best judgement... and let no one see you,30035
"Ah... you have a knack for timing. One minute more and I'd have been dead, or worse....",30113
We riled up the Templars and now they're openly sending Inquisitors to imprison us.,30186
"Revenge by proxy. It's time to find Torquemada and end this.Before you do anything rash, make him talk. Find out how close to the Templars he really is.You are a vile and pitiful man, Torquemada. And your alliance with the Spaniard has disqualified you from your God's love.",30427
"You dare to lecture me? I am the hammer of heretics, the light of Espa°a, the honor of my order. I follow none but God's command.All lies. Rodrigo Borgia is an unbeliever like me, and yet you lavish him with favors.",30614
"A fantastic tale, and a spurious one. Borgia is one of three Papal candidates this year. And he is as devoted to God as I am.There's no better hiding place than in the shadow of virtue. You are as blind to his evil as you are to yours",30812
"So what will you do with me, heathen? Murder me? Slit my throat and bathe in my blood?",30887
"NoÇ I prefer a quick, clean kill.Guards!",30926
"You will discover the truth about Rodrigo Borgia in time. But by then it will be too late.Forgive me, my friends. Torquemada escaped",31043
"But not before enlightening me on one or two points. He is a petty man, consumed by self-deception.What of his connection to the Spaniard?",31162
"He admires Rodrigo Borgia, but I do not believe Torquemada is a Templar himself. Merely a credulous old sycophant.",31263
Perhaps this is for the best. Torquemada's death would have caused more turmoil than it ended.,31344
"We will work hard to distance him from the Queen, while we protect ourselves from his inquisitors.",31429
"Best of luck, my new friends. And send me word when Christoffa returns.He has promised to write me the moment he arrives. I will forward a copy of any letter he sends.I look forward to it...Ono (Ezio attack emote.)Ono (Ezio attack emote.)Ono (Ezio attack emote.)Ono (Ezio attack emote.)Ono (Ezio attack emote.)Ono (Ezio dies)Ono (Ezio dies)Ono (Ezio dies)Ono (Effort while climbing)Ono (Effort while climbing)Ono (Effort while climbing)Ono (Effort while climbing)Ono (Effort while climbing)Ono (Effort noise while jumping)Ono (Effort noise while jumping)Ono (Effort noise while jumping)Ono (Effort noise while jumping)Ono (Effort noise while jumping)Ono (Ezio is hurt)Ono (Ezio is hurt)Ono (Ezio is hurt)Ono (Ezio is hurt)Ono (Ezio is hurt)Assassin!There he is!I've found him!Stop him!Stop the Assassin!",32175
Assassin!There he is!I've found him!There he is! Kill him!Stop the Assassin!,32247
Assassin!There he is!I've found him!Get him!Stop the Assassin!,32307
Assassin!There he is!I've found him!Get him!Stop the Assassin!,32367
Ono (Attacking emote),32387
Ono (Attacking emote),32407
Ono (Attacking emote),32427
Ono (Attacking emote),32447
Ono (Attacking emote),32467
Ono (Attacking emote),32487
Ono (Attacking emote),32507
Ono (Attacking emote),32527
Ono (Attacking emote),32547
Ono (Attacking emote),32567
Ono (Attacking emote),32587
Ono (Attacking emote),32607
Ono (Attacking emote),32627
Ono (Attacking emote),32647
Ono (Attacking emote),32667
Ono (Attacking emote),32687
Ono (Attacking emote),32707
Ono (Attacking emote),32727
Ono (Attacking emote),32747
Ono (Attacking emote),32767
Ono (Death)Ono (Death)Ono (Death)Ono (Death)Ono (Death)Ono (Death)Ono (Death)Ono (Death)Ono (Death)Ono (Death)Ono (Death)Ono (Death)Ono (Death)Ono (Death)Ono (Death)Ono (Death)Ono (Death)Ono (Death)Ono (Death)Ono (Death)Ono (falling from a height),33012
Ono (falling from a height),33037
Ono (falling from a height),33062
Ono (falling from a height),33087
Ono (falling from a height),33112
Ono (falling from a height),33137
Ono (falling from a height),33162
Ono (falling from a height),33187
Ono (falling from a height),33212
Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Ono (Hurt from Attack)Where'd he go?I'll find you!Where is he?Where'd he go?I'll find you!Where is he?Where'd he go?I'll find you!Where is he?Where'd he go?I'll find you!Where is he?Ono (Cowering)Ono (Cowering)Ono (Cowering)Ono (Cowering)Ono (Shock or dismay when seeing violence)Ono (Shock or dismay when seeing violence)Ono (Shock or dismay when seeing violence)Ono (Shock or dismay when seeing violence)Ono (Shock or dismay when seeing violence)Ono (Shock or dismay when seeing violence)Ono (Shock or dismay when seeing violence)Ono (Shock or dismay when seeing violence)Ono (muffled struggle)Ono (muffled struggle)Ono (muffled struggle)Ono (muffled struggle)Ono (muffled struggle)Ono (muffled struggle)Ono (muffled struggle)Ono (muffled struggle)Ono (muffled struggle)Ono (muffled struggle)Ono (muffled struggle)Ono (muffled struggle)Ono (quiet death)Ono (quiet death)Ono (quiet death)Ono (quiet death)Ono (quiet death)Ono (quiet death)Ono (quiet death)Ono (quiet death)Ono (quiet death)Ono (quiet death)Ono (quiet death)Ono (quiet death)Ono (effort while climbing),34614
Ono (effort while climbing),34640
Ono (effort while climbing),34666
Ono (effort while climbing),34692
Ono (effort while climbing),34718
Ono (effort while climbing),34744
Ono (effort while jumping)Ono (effort while jumping)Ono (effort while jumping)Ono (effort while jumping)Ono (effort while jumping)Ono (effort while jumping)Ono (savage attack with windup),34923
Ono (savage attack with windup),34952
Ono (savage attack with windup),34981
I lost him!He got away!He's gone!I lost him!He got away!He's gone!I lost him!He got away!He's gone!I lost him!He got away!He's gone!The save data could not be accessed. Please turn the power off and reinsert the Game Card.,35182
The save data could not be accessed. Please turn the power off and reinsert the Game Card.,35259
The Assassin's Creed II: Discovery data is corrupted and will be deleted.Saving... Do not turn the power off or touch the Game Card,35376
Deleting... Do not turn the power off or touch the Game Card.Preparing save data.  Do not turn the power off or touch the Game Card.,35490
Press Õ to delete corrupted save data.,35523
MEM,35528
RY BLOCK %,35541
tmp,35545
Sync:   %d%%,35558
---EMPT,35569
LoadOverwrite save slot t>DELETESELECT PROFILE,35620
Are you sure you want to delete the save data for this profile?The save data could not be accessed. Please turn the power off and reinsert the Game Card.,35750
The Game Card has been removed.  Please turn the power off and reinsert the Game Card,35824
Checkpoint Reached.Throw KnifeJumpInteract,35866
Melee AttackStealth,35884
Block,35890
Move,35895
DefaultDefault Controls,35917
Layout 1Layout 2Layout ,35941
Layout 4Layout 5Layout 6INSERT CUTSCENE HEREAssassinate Grimaldi.Eliminate all of the guards.,36033
Find the Thieves' Guild,36056
Sneak past the guards and meet with Christoffa.Return to the Thieves' Guild.,36124
Meet with Santangel and Christoffa in the Venetian Garden.Find Christoffa at the tower.,36200
Get to the hotel without being seen.Take the Atlas to the harbor,36255
Go to target area.Kill target(s).,36285
Rescue target(s).Stealth Mission,36315
Chase MissionFree MissionHint!,36344
Are you sure?Yes,36360
No,36363
Concept Art,36374
Trophies>EXIT>CONTINU,36401
A Nintendo DSi is required to use this feature.Are you sure you want to delete this photo?UNL,36483
CKABLES:,36494
WANTED!You cannot use animus hacks in missions or challenges that you have not completed.,36573
Points:Stealth,36587
Block,36593
Counter AttackMelee AttackDash Attack,36628
Aerial SlashAnimus HacksAUDIO SETTINGSOPTIONSCONTROLS,36688
CREDITSLANGUAGES,36709
Copy GameDelete GameStatsANIMUS HACKS,36748
Music,36754
VoiceSound,36765
Cheat to map,36776
Toggle OptionsCharacter Stats & AbilitiesSound,36819
Anim Viewer,36830
Hero AbilitiesHero Ability SetsChange Character,36874
Script VarsSound EffectsMusic,36904
Health Max,36914
ExtrasCreate EnemyCreate World ObjectGame StatsActor List,36968
Print VRAM AllocsFog,36989
"Certain technology Í 2009 Foundation 9 Entertainment, Inc. Developed by Griptonite Games, a Foundation 9 Entertainment Studio. The Griptonite name and logo are trademarks of  Foundation 9 Entertainment, Inc. All rights reserved.
The ratings icon is a registered trademark of the Entertainment Software Association.
All other trademarks and trade names are the properties of their respective owners.",37333
LICENSED BY NINTEND,37357
"Í 2009 Ubisoft Entertainment. All Rights Reserved. Assassin's Creed, Assassin's Creed II Discovery, Ubisoft, and the Ubisoft logo are trademarks of Ubisoft Entertainment in the U.S. and/or other countries",37541
"Destination slot contains an active profile.
Allow copy to save slot s",37603
Copy Profile To:Pick a Destination+Control Pad,37647
ButtonMovementClimbing,37670
Basic Combat,37682
Stealth,37689
Healt,37695
RadarCounter AttackTimerWanted Posters,37731
Swing PolesMap ScrollsThrowing Knives,37768
Arrow Blockin,37782
"SwitchesPÇl5aControl PadTttove PDewqwtlmlPs the B ButtonTt-jumpTeRun down a slope and Plress the B ButtonTcn a ramp to perform a Pong jumpTe",37942
"Ps Down on the
+Control PadTeu§nB ButtonTa(lTe",38005
"Pr g memory pathsTwill often appear to guide you through the environment. Pecllow themTeJump into a wall and Plress Up on the +Control PadTmo PolimbTePaess Down on the +Control PadTPuW downTeWhile hanging from a wall, Plress the B ButtonTPLmhe wall.",38266
"While hanging on a ledge,PyG ss the Y ButtonTaÕDguard is nearby to Plull him off the ledgeTePs the Y ButtonTt-attackTePrpd the R ButtonToa- t Ps the Y ButtonTahile jumpingTto perform an Pherial SlashTePs the Y ButtonTahile running at full speedTto perform a Pegsh AttackTeais will do extra damage and knock your opponent over.During Ptealth MissionsTXmpl be ranked based on your ability to remain unnoticed. Prd down the L ButtonT
/6glthily and look aheadTe",38751
"On a ledge, Pxld down the
L ButtonTeudeks Down on the +Control PadTmo PvngTfrom the ledge.",38845
"Ps the X ButtonTewr a hiding place to Poonceal yourselfTonaware guards.",38922
"If you attack an opponent when they are PonawareT >r presence, you will perform a Poalth KillTe",39016
"Pom.lnicityT your ancestral memories is indicated by the Poircles in the upper-left cornerTcf the top screen. These circles go dark when the ancestor is P njuredTe",39172
"Pplow arrows on the radarTkekent P) miesTen an P)t s awareTcf your presence, the Prrow will turn redTeáarrow with an P?ows an enemy with a Pareater range of visionTe",39354
"Prpd the R ButtonTPo tgnd Plress the Y ButtonTP&?efore an opponent strikesTPoounterT(ttolAgreful; an improperly timed counter-attack will leave you vulnerable.When a time-critical mission is given, PmerTaell appear on the top screen. Accomplish the mission objectives P)  the timer runsTout, or memory synch will be lost and the mission will be Pk dTe",39718
"P d postersTl appear in exterior environments. To rip them down, Ptove close to themTgnd Plress the
X ButtonTeipping down wanted posters will P mprove synchronicityTwith ancestral memories.Pw§aeng on a poleTXomp into it. You may then P>mp from the poleTy Plressing the B ButtonTeMissing Ptaps from Christoffa's atlasTf-found throughout the environments. Each map scroll found will Ponlock a challenge missionTeTo pick up a map scroll, simply walk into it.",40162
"You have received PoMnivesTe To throw a knife, Plress the A ButtonTeotZyp receive throwing knives at the end of each mission. Additional throwing knives can often be found in the environment.You have gained the ability to Po harrowsTeak?yl&>ttonT the exact moment an arrow comes in contact with the ancestor to Psya(",40475
"PogetchesT5)doors in the environment. Pwmivate a switchTXmove close to it and Plress the X ButtonTe",40579
"If you Paoid combatTG&l seconds, the Poircles will begin to returnTe If all of the circles go dark, memory synch will be lost and the current mission will be restarted.",40738
"Plme circlesTG sent Peding placesTel Çgssin's MarkTG presents a Ptission objectiveTes ssion objectives that are outside the radar's viewing area are shown as PsTe",40908
"Ps the Y ButtonTt-attackTerk?yl6 Button againTg)the Ptrds clashTt-breakTmoponent's guard. Pk?yl6 Button several timesT utY?ip strike to Plerform a combo attackTePplingT6&? d to Paet through tight spacesTuuoae attacksTePreaptainsTo""tum&ong, and Poan break through your blockTeUse PtlglthTmo defeat them, or P)ptirely.You can use the Pherial SlashT5Õhenemies while they are Pimhe groundTe",41365
"Prpding down the L ButtonTwill also PlreventTmLm climbing over a ledge.",41440
Guard Captain,41453
"Prpd different directions on the +Control PadTcontrol the Pu rectionT5our PompTeau smountTeu DXâG ss Down on the +Control PadTePress any button or
touch the Touch Screen to Startto ContinueAssassin's Creed II: DiscoveryPAUSEDSave Options",41700
RESUME GAME,41714
QUIT,41720
Return to Save PointAll unsaved progress will be lost.Are you sure you want to Quit?,41795
MISSION FAILEDRETR,41819
What do you want to retry?,41842
MISSIONCHECKPOINTCANCELCONTINUE,41883
NEW GAM,41893
OPTIONSNormalStealth,41915
ChaseNormal MissionStealth Mission,41947
Chase MissionNORMALSTEALTHCHASE,41983
MEM,41988
RY BLOCK ,42000
MEM,42005
RY BLOCK 2MEM,42022
RY BLOCK ,42034
MEM,42039
RY BLOCK 4MEM,42056
RY BLOCK ,42068
MEM,42073
RY BLOCK 6MEM,42090
RY BLOCK ,42102
MEM,42107
RY BLOCK 8CHALLENGE,42132
Go to the Thieves' Guil,42154
Find Christoffa,42169
Return to the Thieves' GuildMeet Santangel and Christoffa,42220
Rescue Christoff,42236
Find Christoffa's Atlas,42258
Bring the Atlas to the Harbo,42283
Find the Assassins' GuildEscape the AmbushAssassinate Gaspar MartinezRescue the AssassinFind Pedro LlorenteRescue the Captured AssassinsRescue the Last Captured AssassinAssassinate Pedro Llorente,42458
Return to Sanchez,42474
Eliminate the Templar Presence,42501
Save the Civilians,42518
Survive the Ambush,42536
Assassinate the Templar SpyReport the Spy's DeathEnter Granada City,42597
Infiltrate Alhambra Palace,42621
Find King Muhammad,42639
Escape the Tower,42654
Open the Palace Gates,42673
Stop the Burning of the CityProtect Civilians From InquisitorsAssassinate Juan de Marillo,42753
Find Christoffa,42768
Rid the Palace of InquisitorsRescue Raphael Sanchez,42815
Infiltrate Torquemada's Dwellin,42845
Assassinate Tomas Torquemad,42870
Challenge 1,42881
Challenge 2,42892
Challenge 3,42903
Challenge 4,42914
Challenge 5,42925
Challenge 6,42936
Challenge 7,42947
Challenge 8,42958
Challenge 9,42969
Challenge 10,42981
DEVELOPED BY GRIPTONITE GAME,43016
 SENIOR PRODUCER,43036
Dan McAuliffe PRODUCER,43061
